CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage kinés
10271;Origny-le-Sec;1_Tres_sous_dotee
10272;Ormes;2_Sous_dotee
10273;Ortillon;2_Sous_dotee
10274;Orvilliers-Saint-Julien;1_Tres_sous_dotee
10275;Ossey-les-Trois-Maisons;1_Tres_sous_dotee
10276;Paisy-Cosdon;3_intermediaire
10278;Pargues;3_intermediaire
10279;Pars-lès-Chavanges;2_Sous_dotee
10280;Pars-lès-Romilly;1_Tres_sous_dotee
10281;Le Pavillon-Sainte-Julie;2_Sous_dotee
10282;Payns;2_Sous_dotee
10283;Pel-et-Der;2_Sous_dotee
10284;Périgny-la-Rose;1_Tres_sous_dotee
10285;Perthes-lès-Brienne;2_Sous_dotee
10286;Petit-Mesnil;2_Sous_dotee
10287;Piney;1_Tres_sous_dotee
10288;Plaines-Saint-Lange;3_intermediaire
10289;Plancy-l'Abbaye;1_Tres_sous_dotee
10290;Planty;3_intermediaire
10291;Plessis-Barbuise;3_intermediaire
10293;Poivres;2_Sous_dotee
10294;Poligny;3_intermediaire
10295;Polisot;3_intermediaire
10296;Polisy;3_intermediaire
10297;Pont-Sainte-Marie;3_intermediaire
10298;Pont-sur-Seine;1_Tres_sous_dotee
10299;Pouan-les-Vallées;2_Sous_dotee
10300;Pougy;1_Tres_sous_dotee
10301;Pouy-sur-Vannes;3_intermediaire
10302;Praslin;3_intermediaire
10303;Précy-Notre-Dame;2_Sous_dotee
10304;Précy-Saint-Martin;2_Sous_dotee
10305;Prémierfait;2_Sous_dotee
10306;Proverville;2_Sous_dotee
10307;Prugny;1_Tres_sous_dotee
10308;Prunay-Belleville;1_Tres_sous_dotee
10309;Prusy;1_Tres_sous_dotee
10310;Puits-et-Nuisement;3_intermediaire
10312;Racines;2_Sous_dotee
10313;Radonvilliers;2_Sous_dotee
10314;Ramerupt;2_Sous_dotee
10315;Rances;2_Sous_dotee
10316;Rhèges;1_Tres_sous_dotee
10317;Les Riceys;3_intermediaire
10318;Rigny-la-Nonneuse;1_Tres_sous_dotee
10319;Rigny-le-Ferron;3_intermediaire
10320;Rilly-Sainte-Syre;3_intermediaire
10321;La Rivière-de-Corps;3_intermediaire
10323;Romilly-sur-Seine;1_Tres_sous_dotee
10324;Roncenay;2_Sous_dotee
10325;Rosières-près-Troyes;3_intermediaire
10326;Rosnay-l'Hôpital;2_Sous_dotee
10327;La Rothière;2_Sous_dotee
10328;Rouilly-Sacey;1_Tres_sous_dotee
10329;Rouilly-Saint-Loup;3_intermediaire
10330;Rouvres-les-Vignes;2_Sous_dotee
10331;Rumilly-lès-Vaudes;3_intermediaire
10332;Ruvigny;3_intermediaire
10333;Saint-André-les-Vergers;3_intermediaire
10334;Saint-Aubin;1_Tres_sous_dotee
10335;Saint-Benoist-sur-Vanne;3_intermediaire
10336;Saint-Benoît-sur-Seine;3_intermediaire
10337;Saint-Christophe-Dodinicourt;2_Sous_dotee
10338;Saint-Étienne-sous-Barbuise;2_Sous_dotee
10339;Saint-Flavy;1_Tres_sous_dotee
10340;Saint-Germain;3_intermediaire
10341;Saint-Hilaire-sous-Romilly;1_Tres_sous_dotee
10342;Saint-Jean-de-Bonneval;2_Sous_dotee
10343;Saint-Julien-les-Villas;3_intermediaire
10344;Saint-Léger-près-Troyes;3_intermediaire
10345;Saint-Léger-sous-Brienne;2_Sous_dotee
10346;Saint-Léger-sous-Margerie;2_Sous_dotee
10347;Saint-Loup-de-Buffigny;1_Tres_sous_dotee
10348;Saint-Lupien;1_Tres_sous_dotee
10349;Saint-Lyé;2_Sous_dotee
10350;Saint-Mards-en-Othe;3_intermediaire
10351;Saint-Martin-de-Bossenay;1_Tres_sous_dotee
10352;Sainte-Maure;3_intermediaire
10353;Saint-Mesmin;3_intermediaire
10354;Saint-Nabord-sur-Aube;2_Sous_dotee
10355;Saint-Nicolas-la-Chapelle;1_Tres_sous_dotee
10356;Saint-Oulph;1_Tres_sous_dotee
10357;Saint-Parres-aux-Tertres;3_intermediaire
10358;Saint-Parres-lès-Vaudes;3_intermediaire
10359;Saint-Phal;2_Sous_dotee
10360;Saint-Pouange;2_Sous_dotee
10361;Saint-Remy-sous-Barbuise;2_Sous_dotee
10362;Sainte-Savine;3_intermediaire
10363;Saint-Thibault;3_intermediaire
10364;Saint-Usage;2_Sous_dotee
10365;Salon;2_Sous_dotee
10366;Saulcy;2_Sous_dotee
10367;La Saulsotte;1_Tres_sous_dotee
10368;Savières;3_intermediaire
10369;Semoine;2_Sous_dotee
10370;Soligny-les-Étangs;1_Tres_sous_dotee
10371;Sommeval;2_Sous_dotee
10372;Soulaines-Dhuys;3_intermediaire
10373;Souligny;2_Sous_dotee
10374;Spoy;2_Sous_dotee
10375;Thennelières;3_intermediaire
10376;Thieffrain;3_intermediaire
10377;Thil;2_Sous_dotee
10378;Thors;2_Sous_dotee
10379;Torcy-le-Grand;2_Sous_dotee
10380;Torcy-le-Petit;2_Sous_dotee
10381;Torvilliers;3_intermediaire
10382;Traînel;1_Tres_sous_dotee
10383;Trancault;1_Tres_sous_dotee
10384;Trannes;2_Sous_dotee
10386;Trouans;2_Sous_dotee
10387;Troyes;3_intermediaire
10388;Turgy;3_intermediaire
10389;Unienville;2_Sous_dotee
10390;Urville;2_Sous_dotee
10391;Vailly;3_intermediaire
10392;Vallant-Saint-Georges;1_Tres_sous_dotee
10393;Vallentigny;2_Sous_dotee
10394;Vallières;3_intermediaire
10395;Vanlay;2_Sous_dotee
10396;Vauchassis;1_Tres_sous_dotee
10397;Vauchonvilliers;3_intermediaire
10398;Vaucogne;2_Sous_dotee
10399;Vaudes;3_intermediaire
10400;Vaupoisson;2_Sous_dotee
10401;Vendeuvre-sur-Barse;3_intermediaire
10402;La Vendue-Mignot;2_Sous_dotee
10403;Vernonvilliers;2_Sous_dotee
10404;Verpillières-sur-Ource;3_intermediaire
10405;Verricourt;2_Sous_dotee
10406;Verrières;3_intermediaire
10408;Viâpres-le-Petit;2_Sous_dotee
10409;Villacerf;3_intermediaire
10410;Villadin;3_intermediaire
10411;La Ville-aux-Bois;3_intermediaire
10412;Villechétif;3_intermediaire
10414;Villeloup;2_Sous_dotee
10416;Villemereuil;2_Sous_dotee
10417;Villemoiron-en-Othe;3_intermediaire
10418;Villemorien;3_intermediaire
10419;Villemoyenne;3_intermediaire
10420;Villenauxe-la-Grande;3_intermediaire
10421;La Villeneuve-au-Châtelot;1_Tres_sous_dotee
10422;Villeneuve-au-Chemin;2_Sous_dotee
10423;La Villeneuve-au-Chêne;3_intermediaire
10424;Villeret;2_Sous_dotee
10425;Villery;2_Sous_dotee
10426;Ville-sous-la-Ferté;2_Sous_dotee
10427;Ville-sur-Arce;3_intermediaire
10428;Ville-sur-Terre;2_Sous_dotee
10429;Villette-sur-Aube;2_Sous_dotee
10430;Villiers-Herbisse;2_Sous_dotee
10431;Villiers-le-Bois;3_intermediaire
10432;Villiers-sous-Praslin;3_intermediaire
10433;Villy-en-Trodes;3_intermediaire
10434;Villy-le-Bois;2_Sous_dotee
10435;Villy-le-Maréchal;2_Sous_dotee
10436;Vinets;2_Sous_dotee
10437;Virey-sous-Bar;3_intermediaire
10438;Vitry-le-Croisé;3_intermediaire
10439;Viviers-sur-Artaut;3_intermediaire
10440;Voigny;2_Sous_dotee
10441;Vosnon;2_Sous_dotee
10442;Voué;2_Sous_dotee
10443;Vougrey;3_intermediaire
10444;Vulaines;3_intermediaire
10445;Yèvres-le-Petit;2_Sous_dotee
11001;Aigues-Vives;3_intermediaire
11002;Airoux;3_intermediaire
11003;Ajac;3_intermediaire
11004;Alaigne;3_intermediaire
11005;Alairac;3_intermediaire
11006;Albas;3_intermediaire
11007;Albières;3_intermediaire
11008;Alet-les-Bains;3_intermediaire
11009;Alzonne;3_intermediaire
11010;Antugnac;3_intermediaire
11011;Aragon;3_intermediaire
11012;Argeliers;3_intermediaire
11013;Argens-Minervois;3_intermediaire
11014;Armissan;5b_Non_prioritaire
11015;Arques;3_intermediaire
11016;Arquettes-en-Val;3_intermediaire
11017;Artigues;3_intermediaire
11018;Arzens;3_intermediaire
11019;Aunat;3_intermediaire
11020;Auriac;3_intermediaire
11021;Axat;3_intermediaire
11022;Azille;3_intermediaire
11023;Badens;3_intermediaire
11024;Bages;3_intermediaire
11025;Bagnoles;1_Tres_sous_dotee
11026;Baraigne;3_intermediaire
11027;Barbaira;3_intermediaire
11028;Belcaire;3_intermediaire
11029;Belcastel-et-Buc;3_intermediaire
11030;Belflou;5b_Non_prioritaire
11031;Belfort-sur-Rebenty;3_intermediaire
11032;Bellegarde-du-Razès;3_intermediaire
11033;Belpech;3_intermediaire
11034;Belvèze-du-Razès;3_intermediaire
11035;Belvianes-et-Cavirac;3_intermediaire
11036;Belvis;3_intermediaire
11037;Berriac;3_intermediaire
11038;Bessède-de-Sault;3_intermediaire
11039;La Bezole;3_intermediaire
11040;Bizanet;3_intermediaire
11041;Bize-Minervois;3_intermediaire
11042;Blomac;3_intermediaire
11043;Bouilhonnac;3_intermediaire
11044;Bouisse;3_intermediaire
11045;Bouriège;3_intermediaire
11046;Bourigeole;3_intermediaire
11047;Le Bousquet;3_intermediaire
11048;Boutenac;3_intermediaire
11049;Bram;3_intermediaire
11051;Brézilhac;3_intermediaire
11052;Brousses-et-Villaret;3_intermediaire
11053;Brugairolles;3_intermediaire
11054;Les Brunels;3_intermediaire
11055;Bugarach;3_intermediaire
11056;Cabrespine;1_Tres_sous_dotee
11057;Cahuzac;3_intermediaire
11058;Cailhau;3_intermediaire
11059;Cailhavel;3_intermediaire
11060;Cailla;3_intermediaire
11061;Cambieure;3_intermediaire
11062;Campagna-de-Sault;3_intermediaire
11063;Campagne-sur-Aude;3_intermediaire
11064;Camplong-d'Aude;3_intermediaire
11065;Camps-sur-l'Agly;1_Tres_sous_dotee
11066;Camurac;3_intermediaire
11067;Canet;3_intermediaire
11068;Capendu;3_intermediaire
11069;Carcassonne;5b_Non_prioritaire
11070;Carlipa;3_intermediaire
11071;Cascastel-des-Corbières;3_intermediaire
11072;La Cassaigne;3_intermediaire
11073;Cassaignes;3_intermediaire
11074;Les Cassés;3_intermediaire
11075;Castans;1_Tres_sous_dotee
11076;Castelnaudary;3_intermediaire
11077;Castelnau-d'Aude;3_intermediaire
11078;Castelreng;3_intermediaire
11079;Caudebronde;3_intermediaire
11080;Val de Lambronne;3_intermediaire
11081;Caunes-Minervois;1_Tres_sous_dotee
11082;Caunette-sur-Lauquet;3_intermediaire
11083;Caunettes-en-Val;3_intermediaire
11084;Caux-et-Sauzens;3_intermediaire
11085;Cavanac;3_intermediaire
11086;Caves;5b_Non_prioritaire
11087;Cazalrenoux;3_intermediaire
11088;Cazilhac;3_intermediaire
11089;Cenne-Monestiés;3_intermediaire
11090;Cépie;3_intermediaire
11091;Chalabre;3_intermediaire
11092;Citou;1_Tres_sous_dotee
11093;Le Clat;3_intermediaire
11094;Clermont-sur-Lauquet;3_intermediaire
11095;Comigne;3_intermediaire
11096;Comus;3_intermediaire
11098;Conilhac-Corbières;3_intermediaire
11099;Conques-sur-Orbiel;3_intermediaire
11100;Corbières;3_intermediaire
11101;Coudons;3_intermediaire
11102;Couffoulens;3_intermediaire
11103;Couiza;3_intermediaire
11104;Counozouls;3_intermediaire
11105;Cournanel;3_intermediaire
11106;Coursan;3_intermediaire
11107;Courtauly;3_intermediaire
11108;La Courtète;3_intermediaire
11109;Coustaussa;3_intermediaire
11110;Coustouge;3_intermediaire
11111;Cruscades;3_intermediaire
11112;Cubières-sur-Cinoble;1_Tres_sous_dotee
11113;Cucugnan;1_Tres_sous_dotee
11114;Cumiès;3_intermediaire
11115;Cuxac-Cabardès;3_intermediaire
11116;Cuxac-d'Aude;5b_Non_prioritaire
11117;Davejean;3_intermediaire
11118;Dernacueillette;1_Tres_sous_dotee
11119;La Digne-d'Amont;3_intermediaire
11120;La Digne-d'Aval;3_intermediaire
11121;Donazac;3_intermediaire
11122;Douzens;3_intermediaire
11123;Duilhac-sous-Peyrepertuse;1_Tres_sous_dotee
11124;Durban-Corbières;3_intermediaire
11125;Embres-et-Castelmaure;3_intermediaire
11126;Escales;3_intermediaire
11127;Escouloubre;3_intermediaire
11128;Escueillens-et-Saint-Just-de-Bélengard;3_intermediaire
11129;Espéraza;3_intermediaire
11130;Espezel;3_intermediaire
11131;Val-du-Faby;3_intermediaire
11132;Fabrezan;3_intermediaire
11133;Fajac-en-Val;3_intermediaire
11134;Fajac-la-Relenque;3_intermediaire
11135;La Fajolle;3_intermediaire
11136;Fanjeaux;3_intermediaire
11137;Félines-Termenès;3_intermediaire
11138;Fendeille;3_intermediaire
11139;Fenouillet-du-Razès;3_intermediaire
11140;Ferrals-les-Corbières;3_intermediaire
11141;Ferran;3_intermediaire
11142;Festes-et-Saint-André;3_intermediaire
11143;Feuilla;5b_Non_prioritaire
11144;Fitou;5b_Non_prioritaire
11145;Fleury;3_intermediaire
11146;Floure;3_intermediaire
11147;Fontanès-de-Sault;3_intermediaire
11148;Fontcouverte;3_intermediaire
11149;Fonters-du-Razès;3_intermediaire
11150;Fontiers-Cabardès;3_intermediaire
11151;Fontiès-d'Aude;3_intermediaire
11152;Fontjoncouse;3_intermediaire
11153;La Force;3_intermediaire
11154;Fournes-Cabardès;3_intermediaire
11155;Fourtou;3_intermediaire
11156;Fraisse-Cabardès;3_intermediaire
11157;Fraissé-des-Corbières;3_intermediaire
11158;Gaja-et-Villedieu;3_intermediaire
11159;Gaja-la-Selve;3_intermediaire
11160;Galinagues;3_intermediaire
11161;Gardie;3_intermediaire
11162;Generville;3_intermediaire
11163;Gincla;3_intermediaire
11164;Ginestas;3_intermediaire
11165;Ginoles;3_intermediaire
11166;Gourvieille;5b_Non_prioritaire
11167;Gramazie;3_intermediaire
11168;Granès;3_intermediaire
11169;Greffeil;3_intermediaire
11170;Gruissan;3_intermediaire
11172;Homps;3_intermediaire
11173;Hounoux;3_intermediaire
11174;Les Ilhes;3_intermediaire
11175;Issel;3_intermediaire
11176;Jonquières;3_intermediaire
11177;Joucou;3_intermediaire
11178;Labastide-d'Anjou;3_intermediaire
11179;Labastide-en-Val;3_intermediaire
11180;Labastide-Esparbairenque;1_Tres_sous_dotee
11181;Labécède-Lauragais;3_intermediaire
11182;Lacombe;3_intermediaire
11183;Ladern-sur-Lauquet;1_Tres_sous_dotee
11184;Lafage;3_intermediaire
11185;Lagrasse;3_intermediaire
11186;Lairière;3_intermediaire
11187;Lanet;3_intermediaire
11188;La Palme;3_intermediaire
11189;Laprade;3_intermediaire
11190;La Redorte;3_intermediaire
11191;Laroque-de-Fa;3_intermediaire
11192;Lasbordes;3_intermediaire
11193;Lasserre-de-Prouille;3_intermediaire
11194;Lastours;3_intermediaire
11195;Laurabuc;3_intermediaire
11196;Laurac;3_intermediaire
11197;Lauraguel;3_intermediaire
11198;Laure-Minervois;1_Tres_sous_dotee
11199;Lavalette;3_intermediaire
11200;Lespinassière;1_Tres_sous_dotee
11201;Leuc;3_intermediaire
11202;Leucate;5b_Non_prioritaire
11203;Lézignan-Corbières;3_intermediaire
11204;Lignairolles;3_intermediaire
11205;Limousis;1_Tres_sous_dotee
11206;Limoux;3_intermediaire
11207;Loupia;3_intermediaire
11208;La Louvière-Lauragais;3_intermediaire
11209;Luc-sur-Aude;3_intermediaire
11210;Luc-sur-Orbieu;3_intermediaire
11211;Magrie;3_intermediaire
11212;Mailhac;3_intermediaire
11213;Maisons;1_Tres_sous_dotee
11214;Malras;3_intermediaire
11215;Malves-en-Minervois;3_intermediaire
11216;Malviès;3_intermediaire
11217;Marcorignan;3_intermediaire
11218;Marquein;5b_Non_prioritaire
11219;Marsa;3_intermediaire
11220;Marseillette;3_intermediaire
11221;Les Martys;1_Tres_sous_dotee
11222;Mas-Cabardès;1_Tres_sous_dotee
11223;Mas-des-Cours;3_intermediaire
11224;Massac;1_Tres_sous_dotee
11225;Mas-Saintes-Puelles;3_intermediaire
11226;Mayreville;3_intermediaire
11227;Mayronnes;3_intermediaire
11228;Mazerolles-du-Razès;3_intermediaire
11229;Mazuby;3_intermediaire
11230;Mérial;3_intermediaire
11231;Mézerville;5b_Non_prioritaire
11232;Miraval-Cabardès;1_Tres_sous_dotee
11233;Mirepeisset;3_intermediaire
11234;Mireval-Lauragais;3_intermediaire
11235;Missègre;3_intermediaire
11236;Molandier;3_intermediaire
11238;Molleville;3_intermediaire
11239;Montauriol;3_intermediaire
11240;Montazels;3_intermediaire
11241;Montbrun-des-Corbières;3_intermediaire
11242;Montclar;3_intermediaire
11243;Montferrand;5b_Non_prioritaire
11244;Montfort-sur-Boulzane;3_intermediaire
11245;Montgaillard;1_Tres_sous_dotee
11246;Montgradail;3_intermediaire
11247;Monthaut;3_intermediaire
11248;Montirat;3_intermediaire
11249;Montjardin;3_intermediaire
11250;Montjoi;3_intermediaire
11251;Val-de-Dagne;3_intermediaire
11252;Montmaur;5b_Non_prioritaire
11253;Montolieu;3_intermediaire
11254;Montréal;3_intermediaire
11255;Montredon-des-Corbières;3_intermediaire
11256;Montséret;3_intermediaire
11257;Monze;3_intermediaire
11258;Moussan;3_intermediaire
11259;Moussoulens;3_intermediaire
11260;Mouthoumet;3_intermediaire
11261;Moux;3_intermediaire
11262;Narbonne;5b_Non_prioritaire
11263;Nébias;3_intermediaire
11264;Névian;3_intermediaire
11265;Niort-de-Sault;3_intermediaire
11266;Port-la-Nouvelle;3_intermediaire
11267;Ornaisons;3_intermediaire
11268;Orsans;3_intermediaire
11269;Ouveillan;3_intermediaire
11270;Padern;1_Tres_sous_dotee
11271;Palairac;1_Tres_sous_dotee
11272;Palaja;3_intermediaire
11273;Paraza;3_intermediaire
11274;Pauligne;3_intermediaire
11275;Payra-sur-l'Hers;3_intermediaire
11276;Paziols;1_Tres_sous_dotee
11277;Pécharic-et-le-Py;3_intermediaire
11278;Pech-Luna;3_intermediaire
11279;Pennautier;3_intermediaire
11280;Pépieux;3_intermediaire
11281;Pexiora;3_intermediaire
11282;Peyrefitte-du-Razès;3_intermediaire
11283;Peyrefitte-sur-l'Hers;3_intermediaire
11284;Peyrens;3_intermediaire
11285;Peyriac-de-Mer;3_intermediaire
11286;Peyriac-Minervois;3_intermediaire
11287;Peyrolles;3_intermediaire
11288;Pezens;3_intermediaire
11289;Pieusse;3_intermediaire
11290;Plaigne;3_intermediaire
11291;Plavilla;3_intermediaire
11292;La Pomarède;3_intermediaire
11293;Pomas;3_intermediaire
11294;Pomy;3_intermediaire
11295;Portel-des-Corbières;3_intermediaire
11296;Pouzols-Minervois;3_intermediaire
11297;Pradelles-Cabardès;1_Tres_sous_dotee
11299;Preixan;3_intermediaire
11300;Puginier;3_intermediaire
11301;Puichéric;3_intermediaire
11302;Puilaurens;3_intermediaire
11303;Puivert;3_intermediaire
11304;Quillan;3_intermediaire
11305;Quintillan;3_intermediaire
11306;Quirbajou;3_intermediaire
11307;Raissac-d'Aude;3_intermediaire
11308;Raissac-sur-Lampy;3_intermediaire
11309;Rennes-le-Château;3_intermediaire
11310;Rennes-les-Bains;3_intermediaire
11311;Ribaute;3_intermediaire
11312;Ribouisse;3_intermediaire
11313;Ricaud;3_intermediaire
11314;Rieux-en-Val;3_intermediaire
11315;Rieux-Minervois;3_intermediaire
11316;Rivel;3_intermediaire
11317;Rodome;3_intermediaire
11318;Roquecourbe-Minervois;3_intermediaire
11319;Roquefère;1_Tres_sous_dotee
11320;Roquefeuil;3_intermediaire
11321;Roquefort-de-Sault;3_intermediaire
11322;Roquefort-des-Corbières;3_intermediaire
11323;Roquetaillade-et-Conilhac;3_intermediaire
11324;Roubia;3_intermediaire
11325;Rouffiac-d'Aude;3_intermediaire
11326;Rouffiac-des-Corbières;1_Tres_sous_dotee
11327;Roullens;3_intermediaire
11328;Routier;3_intermediaire
11330;Rustiques;3_intermediaire
11331;Saint-Amans;3_intermediaire
11332;Saint-André-de-Roquelongue;3_intermediaire
11333;Saint-Benoît;3_intermediaire
11334;Sainte-Camelle;5b_Non_prioritaire
11335;Sainte-Colombe-sur-Guette;3_intermediaire
11336;Sainte-Colombe-sur-l'Hers;3_intermediaire
11337;Saint-Couat-d'Aude;3_intermediaire
11338;Saint-Couat-du-Razès;3_intermediaire
11339;Saint-Denis;3_intermediaire
11340;Sainte-Eulalie;3_intermediaire
11341;Saint-Ferriol;3_intermediaire
11342;Saint-Frichoux;3_intermediaire
11343;Saint-Gaudéric;3_intermediaire
11344;Saint-Hilaire;3_intermediaire
11345;Saint-Jean-de-Barrou;3_intermediaire
11346;Saint-Jean-de-Paracol;3_intermediaire
11347;Saint-Julia-de-Bec;3_intermediaire
11348;Saint-Julien-de-Briola;3_intermediaire
11350;Saint-Just-et-le-Bézu;3_intermediaire
11351;Saint-Laurent-de-la-Cabrerisse;3_intermediaire
11352;Saint-Louis-et-Parahou;3_intermediaire
11353;Saint-Marcel-sur-Aude;3_intermediaire
11354;Saint-Martin-des-Puits;3_intermediaire
11355;Saint-Martin-de-Villereglan;3_intermediaire
11356;Saint-Martin-Lalande;3_intermediaire
11357;Saint-Martin-le-Vieil;3_intermediaire
11358;Saint-Martin-Lys;3_intermediaire
11359;Saint-Michel-de-Lanès;5b_Non_prioritaire
11360;Saint-Nazaire-d'Aude;3_intermediaire
11361;Saint-Papoul;3_intermediaire
11362;Saint-Paulet;3_intermediaire
11363;Saint-Pierre-des-Champs;3_intermediaire
11364;Saint-Polycarpe;3_intermediaire
11365;Saint-Sernin;3_intermediaire
11366;Sainte-Valière;3_intermediaire
11367;Saissac;3_intermediaire
11368;Sallèles-Cabardès;1_Tres_sous_dotee
11369;Sallèles-d'Aude;3_intermediaire
11370;Salles-d'Aude;3_intermediaire
11371;Salles-sur-l'Hers;5b_Non_prioritaire
11372;Salsigne;3_intermediaire
11373;Salvezines;3_intermediaire
11374;Salza;3_intermediaire
11375;Seignalens;3_intermediaire
11376;La Serpent;3_intermediaire
11377;Serres;3_intermediaire
11378;Serviès-en-Val;3_intermediaire
11379;Sigean;3_intermediaire
11380;Sonnac-sur-l'Hers;3_intermediaire
11381;Sougraigne;3_intermediaire
11382;Souilhanels;3_intermediaire
11383;Souilhe;3_intermediaire
11384;Soulatgé;1_Tres_sous_dotee
11385;Soupex;3_intermediaire
11386;Talairan;3_intermediaire
11387;Taurize;3_intermediaire
11388;Termes;3_intermediaire
11389;Terroles;3_intermediaire
11390;Thézan-des-Corbières;3_intermediaire
11391;La Tourette-Cabardès;1_Tres_sous_dotee
11392;Tournissan;3_intermediaire
11393;Tourouzelle;3_intermediaire
11394;Tourreilles;3_intermediaire
11395;Trassanel;1_Tres_sous_dotee
11396;Trausse;3_intermediaire
11397;Trèbes;3_intermediaire
11398;Treilles;5b_Non_prioritaire
11399;Tréville;3_intermediaire
11400;Tréziers;3_intermediaire
11401;Tuchan;1_Tres_sous_dotee
11402;Valmigère;3_intermediaire
11404;Ventenac-Cabardès;3_intermediaire
11405;Ventenac-en-Minervois;3_intermediaire
11406;Véraza;3_intermediaire
11407;Verdun-en-Lauragais;3_intermediaire
11408;Verzeille;3_intermediaire
11409;Vignevieille;3_intermediaire
11410;Villalier;3_intermediaire
11411;Villanière;3_intermediaire
11412;Villardebelle;3_intermediaire
11413;Villardonnel;3_intermediaire
11414;Villar-en-Val;3_intermediaire
11415;Villar-Saint-Anselme;3_intermediaire
11416;Villarzel-Cabardès;1_Tres_sous_dotee
11417;Villarzel-du-Razès;3_intermediaire
11418;Villasavary;3_intermediaire
11419;Villautou;3_intermediaire
11420;Villebazy;3_intermediaire
11421;Villedaigne;3_intermediaire
11422;Villedubert;3_intermediaire
11423;Villefloure;3_intermediaire
11424;Villefort;3_intermediaire
11425;Villegailhenc;3_intermediaire
11426;Villegly;1_Tres_sous_dotee
11427;Villelongue-d'Aude;3_intermediaire
11428;Villemagne;3_intermediaire
11429;Villemoustaussou;3_intermediaire
11430;Villeneuve-la-Comptal;3_intermediaire
11431;Villeneuve-les-Corbières;3_intermediaire
11432;Villeneuve-lès-Montréal;3_intermediaire
11433;Villeneuve-Minervois;1_Tres_sous_dotee
11434;Villepinte;3_intermediaire
11435;Villerouge-Termenès;3_intermediaire
11436;Villesèque-des-Corbières;3_intermediaire
11437;Villesèquelande;3_intermediaire
11438;Villesiscle;3_intermediaire
11439;Villespy;3_intermediaire
11440;Villetritouls;3_intermediaire
11441;Vinassan;5b_Non_prioritaire
12001;Agen-d'Aveyron;3_intermediaire
12002;Aguessac;3_intermediaire
12003;Les Albres;3_intermediaire
12004;Almont-les-Junies;3_intermediaire
12006;Alrance;3_intermediaire
12007;Ambeyrac;3_intermediaire
12008;Anglars-Saint-Félix;3_intermediaire
12009;Arnac-sur-Dourdou;3_intermediaire
12010;Arques;3_intermediaire
12011;Arvieu;1_Tres_sous_dotee
12012;Asprières;3_intermediaire
12013;Aubin;3_intermediaire
12015;Auriac-Lagast;1_Tres_sous_dotee
12016;Auzits;3_intermediaire
12017;Ayssènes;3_intermediaire
